2025-09-05 19:53:52,386 - DEBUG - 1 change detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs')}
2025-09-05 19:54:04,039 - DEBUG - 1 change detected: {(<Change.added: 1>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195403.log')}
2025-09-05 19:54:04,561 - DEBUG - 1 change detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195403.log')}
2025-09-05 19:54:05,376 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs'), (<Change.added: 1>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195405.log')}
2025-09-05 19:56:04,774 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:05,207 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:05,614 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:06,033 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:06,458 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:06,836 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:07,249 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:07,671 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:08,058 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:08,463 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:08,881 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:09,287 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:09,695 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:10,138 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:10,533 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:10,949 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:11,442 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:12,390 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:12,845 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:13,251 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:13,674 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:14,096 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:14,515 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:14,919 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:15,339 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:15,766 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:16,130 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:16,539 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:16,959 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:17,384 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:17,752 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:18,211 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:18,632 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:19,045 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:19,450 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:19,868 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:20,280 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:20,691 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:21,061 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:21,467 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:21,871 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:22,279 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:22,699 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:23,124 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:23,540 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:23,944 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:24,348 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:24,719 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:25,134 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:25,539 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:25,957 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:26,364 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:26,770 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:27,175 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:27,601 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:27,966 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:28,374 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:28,791 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:29,211 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:29,617 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:30,021 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:30,439 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:30,842 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:31,250 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:31,656 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:32,076 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:32,444 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:32,904 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:33,286 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:33,695 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:34,154 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:34,570 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:34,976 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:35,382 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:35,788 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:36,193 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:36,600 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:37,017 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:37,380 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:37,799 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:38,215 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:38,634 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:39,011 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:39,434 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
2025-09-05 19:56:39,852 - DEBUG - 2 changes detected: {(<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_195348.log'), (<Change.modified: 2>, 'E:\\Next JS\\researchbot\\backend\\logs\\research_assistant_20250905_194738.log')}
